inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
inf	inf	1	
